Level	exp	hp	mp	dc1	dc2	mc1	mc2	sc1	sc2	ac1	ac2	mac1	mac2
862	8554844000	70974	37393	0	0	0	0	258	287	47	87	47	87
863	8584634760	71057	37423	0	0	0	0	258	288	47	87	47	87
864	8614494600	71140	37453	0	0	0	0	259	288	48	87	48	87
865	8644423600	71223	37483	0	0	0	0	259	288	48	87	48	87
866	8674421840	71306	37513	0	0	0	0	259	289	48	87	48	87
867	8704489400	71389	37543	0	0	0	0	260	289	48	87	48	87
868	8734626360	71472	37573	0	0	0	0	260	289	48	87	48	87
869	8764832800	71555	37603	0	0	0	0	260	290	48	87	48	87
870	8795108800	71638	37633	0	0	0	0	261	290	48	88	48	88
871	8825454440	71721	37663	0	0	0	0	261	290	48	88	48	88
872	8855869800	71804	37693	0	0	0	0	261	291	48	88	48	88
873	8886354960	71887	37723	0	0	0	0	261	291	48	88	48	88
874	8916910000	71970	37753	0	0	0	0	261	291	48	88	48	88
875	8947535000	72053	37783	0	0	0	0	261	292	48	88	48	88
876	8978230040	72136	37813	0	0	0	0	262	292	48	88	48	88
877	9008995200	72219	37843	0	0	0	0	262	292	48	88	48	88
878	9039830560	72302	37873	0	0	0	0	262	293	48	88	48	88
879	9070736200	72385	37903	0	0	0	0	263	293	48	88	48	88
880	9101712200	72468	37933	0	0	0	0	263	293	48	89	48	89
881	9132758640	72551	37963	0	0	0	0	263	294	48	89	48	89
882	9163875600	72634	37993	0	0	0	0	264	294	49	89	49	89
883	9195063160	72717	38023	0	0	0	0	264	294	49	89	49	89
884	9226321400	72800	38053	0	0	0	0	264	295	49	89	49	89
885	9257650400	72883	38083	0	0	0	0	265	295	49	89	49	89
886	9289050240	72966	38113	0	0	0	0	265	295	49	89	49	89
887	9320521000	73049	38143	0	0	0	0	265	296	49	89	49	89
888	9352062760	73132	38173	0	0	0	0	266	296	49	89	49	89
889	9383675600	73215	38203	0	0	0	0	266	296	49	89	49	89
890	9415359600	73298	38233	0	0	0	0	266	297	49	90	49	90
891	9447114840	73381	38263	0	0	0	0	267	297	49	90	49	90
892	9478941400	73464	38293	0	0	0	0	267	297	49	90	49	90
893	9510839360	73547	38323	0	0	0	0	267	298	49	90	49	90
894	9542808800	73630	38353	0	0	0	0	268	298	49	90	49	90
895	9574849800	73713	38383	0	0	0	0	268	298	49	90	49	90
896	9606962440	73796	38413	0	0	0	0	268	299	49	90	49	90
897	9639146800	73879	38443	0	0	0	0	269	299	49	90	49	90
898	9671402960	73962	38473	0	0	0	0	269	299	49	90	49	90
899	9703731000	74045	38503	0	0	0	0	269	300	49	90	49	90
900	9736131000	74128	38533	0	0	0	0	270	300	50	91	50	91
901	9768603040	74211	38563	0	0	0	0	270	300	50	91	50	91
902	9801147200	74294	38593	0	0	0	0	270	301	50	91	50	91
903	9833763560	74377	38623	0	0	0	0	270	301	50	91	50	91
904	9866452200	74460	38653	0	0	0	0	270	301	50	91	50	91
905	9899213200	74543	38683	0	0	0	0	270	302	50	91	50	91
906	9932046640	74626	38713	0	0	0	0	271	302	50	91	50	91
907	9964952600	74709	38743	0	0	0	0	271	302	50	91	50	91
908	9997931160	74792	38773	0	0	0	0	271	303	50	91	50	91
909	10030982400	74875	38803	0	0	0	0	272	303	50	91	50	91
910	10064106400	74958	38833	0	0	0	0	272	303	50	92	50	92
911	10097303240	75041	38863	0	0	0	0	272	304	50	92	50	92
912	10130573000	75124	38893	0	0	0	0	273	304	50	92	50	92
913	10163915760	75207	38923	0	0	0	0	273	304	50	92	50	92
914	10197331600	75290	38953	0	0	0	0	273	305	50	92	50	92
915	10230820600	75373	38983	0	0	0	0	274	305	50	92	50	92
916	10264382840	75456	39013	0	0	0	0	274	305	50	92	50	92
917	10298018400	75539	39043	0	0	0	0	274	306	50	92	50	92
918	10331727360	75622	39073	0	0	0	0	275	306	51	92	51	92
919	10365509800	75705	39103	0	0	0	0	275	306	51	92	51	92
920	10399365800	75788	39133	0	0	0	0	275	307	51	93	51	93
921	10433295440	75871	39163	0	0	0	0	276	307	51	93	51	93
922	10467298800	75954	39193	0	0	0	0	276	307	51	93	51	93
923	10501375960	76037	39223	0	0	0	0	276	308	51	93	51	93
924	10535527000	76120	39253	0	0	0	0	277	308	51	93	51	93
925	10569752000	76203	39283	0	0	0	0	277	308	51	93	51	93
926	10604051040	76286	39313	0	0	0	0	277	309	51	93	51	93
927	10638424200	76369	39343	0	0	0	0	278	309	51	93	51	93
928	10672871560	76452	39373	0	0	0	0	278	309	51	93	51	93
929	10707393200	76535	39403	0	0	0	0	278	310	51	93	51	93
930	10741989200	76618	39433	0	0	0	0	279	310	51	94	51	94
931	10776659640	76701	39463	0	0	0	0	279	310	51	94	51	94
932	10811404600	76784	39493	0	0	0	0	279	311	51	94	51	94
933	10846224160	76867	39523	0	0	0	0	279	311	51	94	51	94
934	10881118400	76950	39553	0	0	0	0	279	311	51	94	51	94
935	10916087400	77033	39583	0	0	0	0	279	312	51	94	51	94
936	10951131240	77116	39613	0	0	0	0	280	312	52	94	52	94
937	10986250000	77199	39643	0	0	0	0	280	312	52	94	52	94
938	11021443760	77282	39673	0	0	0	0	280	313	52	94	52	94
939	11056712600	77365	39703	0	0	0	0	281	313	52	94	52	94
940	11092056600	77448	39733	0	0	0	0	281	313	52	95	52	95
941	11127475840	77531	39763	0	0	0	0	281	314	52	95	52	95
942	11162970400	77614	39793	0	0	0	0	282	314	52	95	52	95
943	11198540360	77697	39823	0	0	0	0	282	314	52	95	52	95
944	11234185800	77780	39853	0	0	0	0	282	315	52	95	52	95
945	11269906800	77863	39883	0	0	0	0	283	315	52	95	52	95
946	11305703440	77946	39913	0	0	0	0	283	315	52	95	52	95
947	11341575800	78029	39943	0	0	0	0	283	316	52	95	52	95
948	11377523960	78112	39973	0	0	0	0	284	316	52	95	52	95
949	11413548000	78195	40003	0	0	0	0	284	316	52	95	52	95
950	11449648000	78278	40033	0	0	0	0	284	317	52	96	52	96
951	11485824040	78361	40063	0	0	0	0	285	317	52	96	52	96
952	11522076200	78444	40093	0	0	0	0	285	317	52	96	52	96
953	11558404560	78527	40123	0	0	0	0	285	318	52	96	52	96
954	11594809200	78610	40153	0	0	0	0	286	318	53	96	53	96
955	11631290200	78693	40183	0	0	0	0	286	318	53	96	53	96
956	11667847640	78776	40213	0	0	0	0	286	319	53	96	53	96
957	11704481600	78859	40243	0	0	0	0	287	319	53	96	53	96
958	11741192160	78942	40273	0	0	0	0	287	319	53	96	53	96
959	11777979400	79025	40303	0	0	0	0	287	320	53	96	53	96
960	11814843400	79108	40333	0	0	0	0	288	320	53	97	53	97
961	11851784240	79191	40363	0	0	0	0	288	320	53	97	53	97
962	11888802000	79274	40393	0	0	0	0	288	321	53	97	53	97
963	11925896760	79357	40423	0	0	0	0	288	321	53	97	53	97
964	11963068600	79440	40453	0	0	0	0	288	321	53	97	53	97
965	12000317600	79523	40483	0	0	0	0	288	322	53	97	53	97
966	12037643840	79606	40513	0	0	0	0	289	322	53	97	53	97
967	12075047400	79689	40543	0	0	0	0	289	322	53	97	53	97
968	12112528360	79772	40573	0	0	0	0	289	323	53	97	53	97
969	12150086800	79855	40603	0	0	0	0	290	323	53	97	53	97
970	12187722800	79938	40633	0	0	0	0	290	323	53	98	53	98
971	12225436440	80021	40663	0	0	0	0	290	324	53	98	53	98
972	12263227800	80104	40693	0	0	0	0	291	324	54	98	54	98
973	12301096960	80187	40723	0	0	0	0	291	324	54	98	54	98
974	12339044000	80270	40753	0	0	0	0	291	325	54	98	54	98
975	12377069000	80353	40783	0	0	0	0	292	325	54	98	54	98
976	12415172040	80436	40813	0	0	0	0	292	325	54	98	54	98
977	12453353200	80519	40843	0	0	0	0	292	326	54	98	54	98
978	12491612560	80602	40873	0	0	0	0	293	326	54	98	54	98
979	12529950200	80685	40903	0	0	0	0	293	326	54	98	54	98
980	12568366200	80768	40933	0	0	0	0	293	327	54	99	54	99
981	12606860640	80851	40963	0	0	0	0	294	327	54	99	54	99
982	12645433600	80934	40993	0	0	0	0	294	327	54	99	54	99
983	12684085160	81017	41023	0	0	0	0	294	328	54	99	54	99
984	12722815400	81100	41053	0	0	0	0	295	328	54	99	54	99
985	12761624400	81183	41083	0	0	0	0	295	328	54	99	54	99
986	12800512240	81266	41113	0	0	0	0	295	329	54	99	54	99
987	12839479000	81349	41143	0	0	0	0	296	329	54	99	54	99
988	12878524760	81432	41173	0	0	0	0	296	329	54	99	54	99
989	12917649600	81515	41203	0	0	0	0	296	330	54	99	54	99
990	12956853600	81598	41233	0	0	0	0	297	330	55	100	55	100
991	12996136840	81681	41263	0	0	0	0	297	330	55	100	55	100
992	13035499400	81764	41293	0	0	0	0	297	331	55	100	55	100
993	13074941360	81847	41323	0	0	0	0	297	331	55	100	55	100
994	13114462800	81930	41353	0	0	0	0	297	331	55	100	55	100
995	13154063800	82013	41383	0	0	0	0	297	332	55	100	55	100
996	13193744440	82096	41413	0	0	0	0	298	332	55	100	55	100
997	13233504800	82179	41443	0	0	0	0	298	332	55	100	55	100
998	13273344960	82262	41473	0	0	0	0	298	333	55	100	55	100
999	13313265000	82345	41503	0	0	0	0	299	333	55	100	55	100
1000	13353265000	82428	41533	0	0	0	0	299	333	55	101	55	101
1001	13393345040	82511	41563	0	0	0	0	299	334	55	101	55	101
1002	13433505200	82594	41593	0	0	0	0	300	334	55	101	55	101
1003	13473745560	82677	41623	0	0	0	0	300	334	55	101	55	101
1004	13514066200	82760	41653	0	0	0	0	300	335	55	101	55	101
1005	13554467200	82843	41683	0	0	0	0	301	335	55	101	55	101
1006	13594948640	82926	41713	0	0	0	0	301	335	55	101	55	101
1007	13635510600	83009	41743	0	0	0	0	301	336	55	101	55	101
1008	13676153160	83092	41773	0	0	0	0	302	336	56	101	56	101
1009	13716876400	83175	41803	0	0	0	0	302	336	56	101	56	101
1010	13757680400	83258	41833	0	0	0	0	302	337	56	102	56	102
1011	13798565240	83341	41863	0	0	0	0	303	337	56	102	56	102
1012	13839531000	83424	41893	0	0	0	0	303	337	56	102	56	102
1013	13880577760	83507	41923	0	0	0	0	303	338	56	102	56	102
1014	13921705600	83590	41953	0	0	0	0	304	338	56	102	56	102
1015	13962914600	83673	41983	0	0	0	0	304	338	56	102	56	102
1016	14004204840	83756	42013	0	0	0	0	304	339	56	102	56	102
1017	14045576400	83839	42043	0	0	0	0	305	339	56	102	56	102
1018	14087029360	83922	42073	0	0	0	0	305	339	56	102	56	102
1019	14128563800	84005	42103	0	0	0	0	305	340	56	102	56	102
1020	14170179800	84088	42133	0	0	0	0	306	340	56	103	56	103
1021	14211877440	84171	42163	0	0	0	0	306	340	56	103	56	103
1022	14253656800	84254	42193	0	0	0	0	306	341	56	103	56	103
1023	14295517960	84337	42223	0	0	0	0	306	341	56	103	56	103
1024	14337461000	84420	42253	0	0	0	0	306	341	56	103	56	103
1025	14379486000	84503	42283	0	0	0	0	306	342	56	103	56	103
1026	14421593040	84586	42313	0	0	0	0	307	342	57	103	57	103
1027	14463782200	84669	42343	0	0	0	0	307	342	57	103	57	103
1028	14506053560	84752	42373	0	0	0	0	307	343	57	103	57	103
1029	14548407200	84835	42403	0	0	0	0	308	343	57	103	57	103
1030	14590843200	84918	42433	0	0	0	0	308	343	57	104	57	104
1031	14633361640	85001	42463	0	0	0	0	308	344	57	104	57	104
1032	14675962600	85084	42493	0	0	0	0	309	344	57	104	57	104
1033	14718646160	85167	42523	0	0	0	0	309	344	57	104	57	104
1034	14761412400	85250	42553	0	0	0	0	309	345	57	104	57	104
1035	14804261400	85333	42583	0	0	0	0	310	345	57	104	57	104
1036	14847193240	85416	42613	0	0	0	0	310	345	57	104	57	104
1037	14890208000	85499	42643	0	0	0	0	310	346	57	104	57	104
1038	14933305760	85582	42673	0	0	0	0	311	346	57	104	57	104
1039	14976486600	85665	42703	0	0	0	0	311	346	57	104	57	104
1040	15019750600	85748	42733	0	0	0	0	311	347	57	105	57	105
1041	15063097840	85831	42763	0	0	0	0	312	347	57	105	57	105
1042	15106528400	85914	42793	0	0	0	0	312	347	57	105	57	105
1043	15150042360	85997	42823	0	0	0	0	312	348	57	105	57	105
1044	15193639800	86080	42853	0	0	0	0	313	348	58	105	58	105
1045	15237320800	86163	42883	0	0	0	0	313	348	58	105	58	105
1046	15281085440	86246	42913	0	0	0	0	313	349	58	105	58	105
1047	15324933800	86329	42943	0	0	0	0	314	349	58	105	58	105
1048	15368865960	86412	42973	0	0	0	0	314	349	58	105	58	105
1049	15412882000	86495	43003	0	0	0	0	314	350	58	105	58	105
1050	15456982000	86578	43033	0	0	0	0	315	350	58	106	58	106
1051	15501166040	86661	43063	0	0	0	0	315	350	58	106	58	106
1052	15545434200	86744	43093	0	0	0	0	315	351	58	106	58	106
1053	15589786560	86827	43123	0	0	0	0	315	351	58	106	58	106
1054	15634223200	86910	43153	0	0	0	0	315	351	58	106	58	106
1055	15678744200	86993	43183	0	0	0	0	315	352	58	106	58	106
1056	15723349640	87076	43213	0	0	0	0	316	352	58	106	58	106
1057	15768039600	87159	43243	0	0	0	0	316	352	58	106	58	106
1058	15812814160	87242	43273	0	0	0	0	316	353	58	106	58	106
1059	15857673400	87325	43303	0	0	0	0	317	353	58	106	58	106
1060	15902617400	87408	43333	0	0	0	0	317	353	58	107	58	107
1061	15947646240	87491	43363	0	0	0	0	317	354	58	107	58	107
1062	15992760000	87574	43393	0	0	0	0	318	354	59	107	59	107
1063	16037958760	87657	43423	0	0	0	0	318	354	59	107	59	107
1064	16083242600	87740	43453	0	0	0	0	318	355	59	107	59	107
1065	16128611600	87823	43483	0	0	0	0	319	355	59	107	59	107
1066	16174065840	87906	43513	0	0	0	0	319	355	59	107	59	107
1067	16219605400	87989	43543	0	0	0	0	319	356	59	107	59	107
1068	16265230360	88072	43573	0	0	0	0	320	356	59	107	59	107
1069	16310940800	88155	43603	0	0	0	0	320	356	59	107	59	107
1070	16356736800	88238	43633	0	0	0	0	320	357	59	108	59	108
1071	16402618440	88321	43663	0	0	0	0	321	357	59	108	59	108
1072	16448585800	88404	43693	0	0	0	0	321	357	59	108	59	108
1073	16494638960	88487	43723	0	0	0	0	321	358	59	108	59	108
1074	16540778000	88570	43753	0	0	0	0	322	358	59	108	59	108
1075	16587003000	88653	43783	0	0	0	0	322	358	59	108	59	108
1076	16633314040	88736	43813	0	0	0	0	322	359	59	108	59	108
1077	16679711200	88819	43843	0	0	0	0	323	359	59	108	59	108
1078	16726194560	88902	43873	0	0	0	0	323	359	59	108	59	108
1079	16772764200	88985	43903	0	0	0	0	323	360	59	108	59	108
1080	16819420200	89068	43933	0	0	0	0	324	360	60	109	60	109
1081	16866162640	89151	43963	0	0	0	0	324	360	60	109	60	109
1082	16912991600	89234	43993	0	0	0	0	324	361	60	109	60	109
1083	16959907160	89317	44023	0	0	0	0	324	361	60	109	60	109
1084	17006909400	89400	44053	0	0	0	0	324	361	60	109	60	109
1085	17053998400	89483	44083	0	0	0	0	324	362	60	109	60	109
1086	17101174240	89566	44113	0	0	0	0	325	362	60	109	60	109
1087	17148437000	89649	44143	0	0	0	0	325	362	60	109	60	109
1088	17195786760	89732	44173	0	0	0	0	325	363	60	109	60	109
1089	17243223600	89815	44203	0	0	0	0	326	363	60	109	60	109
1090	17290747600	89898	44233	0	0	0	0	326	363	60	110	60	110
1091	17338358840	89981	44263	0	0	0	0	326	364	60	110	60	110
1092	17386057400	90064	44293	0	0	0	0	327	364	60	110	60	110
1093	17433843360	90147	44323	0	0	0	0	327	364	60	110	60	110
1094	17481716800	90230	44353	0	0	0	0	327	365	60	110	60	110
1095	17529677800	90313	44383	0	0	0	0	328	365	60	110	60	110
1096	17577726440	90396	44413	0	0	0	0	328	365	60	110	60	110
1097	17625862800	90479	44443	0	0	0	0	328	366	60	110	60	110
1098	17674086960	90562	44473	0	0	0	0	329	366	61	110	61	110
1099	17722399000	90645	44503	0	0	0	0	329	366	61	110	61	110
1100	17770799000	90728	44533	0	0	0	0	329	367	61	111	61	111
1101	17819287040	90811	44563	0	0	0	0	330	367	61	111	61	111
1102	17867863200	90894	44593	0	0	0	0	330	367	61	111	61	111
1103	17916527560	90977	44623	0	0	0	0	330	368	61	111	61	111
1104	17965280200	91060	44653	0	0	0	0	331	368	61	111	61	111
1105	18014121200	91143	44683	0	0	0	0	331	368	61	111	61	111
1106	18063050640	91226	44713	0	0	0	0	331	369	61	111	61	111
1107	18112068600	91309	44743	0	0	0	0	332	369	61	111	61	111
1108	18161175160	91392	44773	0	0	0	0	332	369	61	111	61	111
1109	18210370400	91475	44803	0	0	0	0	332	370	61	111	61	111
1110	18259654400	91558	44833	0	0	0	0	333	370	61	112	61	112
1111	18309027240	91641	44863	0	0	0	0	333	370	61	112	61	112
1112	18358489000	91724	44893	0	0	0	0	333	371	61	112	61	112
1113	18408039760	91807	44923	0	0	0	0	333	371	61	112	61	112
1114	18457679600	91890	44953	0	0	0	0	333	371	61	112	61	112
1115	18507408600	91973	44983	0	0	0	0	333	372	61	112	61	112
1116	18557226840	92056	45013	0	0	0	0	334	372	62	112	62	112
1117	18607134400	92139	45043	0	0	0	0	334	372	62	112	62	112
1118	18657131360	92222	45073	0	0	0	0	334	373	62	112	62	112
1119	18707217800	92305	45103	0	0	0	0	335	373	62	112	62	112
1120	18757393800	92388	45133	0	0	0	0	335	373	62	113	62	113
1121	18807659440	92471	45163	0	0	0	0	335	374	62	113	62	113
1122	18858014800	92554	45193	0	0	0	0	336	374	62	113	62	113
1123	18908459960	92637	45223	0	0	0	0	336	374	62	113	62	113
1124	18958995000	92720	45253	0	0	0	0	336	375	62	113	62	113
1125	19009620000	92803	45283	0	0	0	0	337	375	62	113	62	113
1126	19060335040	92886	45313	0	0	0	0	337	375	62	113	62	113
1127	19111140200	92969	45343	0	0	0	0	337	376	62	113	62	113
1128	19162035560	93052	45373	0	0	0	0	338	376	62	113	62	113
1129	19213021200	93135	45403	0	0	0	0	338	376	62	113	62	113
1130	19264097200	93218	45433	0	0	0	0	338	377	62	114	62	114
1131	19315263640	93301	45463	0	0	0	0	339	377	62	114	62	114
1132	19366520600	93384	45493	0	0	0	0	339	377	62	114	62	114
1133	19417868160	93467	45523	0	0	0	0	339	378	62	114	62	114
1134	19469306400	93550	45553	0	0	0	0	340	378	63	114	63	114
1135	19520835400	93633	45583	0	0	0	0	340	378	63	114	63	114
1136	19572455240	93716	45613	0	0	0	0	340	379	63	114	63	114
1137	19624166000	93799	45643	0	0	0	0	341	379	63	114	63	114
1138	19675967760	93882	45673	0	0	0	0	341	379	63	114	63	114
1139	19727860600	93965	45703	0	0	0	0	341	380	63	114	63	114
1140	19779844600	94048	45733	0	0	0	0	342	380	63	115	63	115
1141	19831919840	94131	45763	0	0	0	0	342	380	63	115	63	115
1142	19884086400	94214	45793	0	0	0	0	342	381	63	115	63	115
1143	19936344360	94297	45823	0	0	0	0	342	381	63	115	63	115
1144	19988693800	94380	45853	0	0	0	0	342	381	63	115	63	115
1145	20041134800	94463	45883	0	0	0	0	342	382	63	115	63	115
1146	20093667440	94546	45913	0	0	0	0	343	382	63	115	63	115
1147	20146291800	94629	45943	0	0	0	0	343	382	63	115	63	115
1148	20199007960	94712	45973	0	0	0	0	343	383	63	115	63	115
1149	20251816000	94795	46003	0	0	0	0	344	383	63	115	63	115
1150	20304716000	94878	46033	0	0	0	0	344	383	63	116	63	116
1151	20357708040	94961	46063	0	0	0	0	344	384	63	116	63	116
1152	20410792200	95044	46093	0	0	0	0	345	384	64	116	64	116
1153	20463968560	95127	46123	0	0	0	0	345	384	64	116	64	116
1154	20517237200	95210	46153	0	0	0	0	345	385	64	116	64	116
1155	20570598200	95293	46183	0	0	0	0	346	385	64	116	64	116
1156	20624051640	95376	46213	0	0	0	0	346	385	64	116	64	116
1157	20677597600	95459	46243	0	0	0	0	346	386	64	116	64	116
1158	20731236160	95542	46273	0	0	0	0	347	386	64	116	64	116
1159	20784967400	95625	46303	0	0	0	0	347	386	64	116	64	116
1160	20838791400	95708	46333	0	0	0	0	347	387	64	117	64	117
1161	20892708240	95791	46363	0	0	0	0	348	387	64	117	64	117
1162	20946718000	95874	46393	0	0	0	0	348	387	64	117	64	117
1163	21000820760	95957	46423	0	0	0	0	348	388	64	117	64	117
1164	21055016600	96040	46453	0	0	0	0	349	388	64	117	64	117
1165	21109305600	96123	46483	0	0	0	0	349	388	64	117	64	117
1166	21163687840	96206	46513	0	0	0	0	349	389	64	117	64	117
1167	21218163400	96289	46543	0	0	0	0	350	389	64	117	64	117
1168	21272732360	96372	46573	0	0	0	0	350	389	64	117	64	117
1169	21327394800	96455	46603	0	0	0	0	350	390	64	117	64	117
1170	21382150800	96538	46633	0	0	0	0	351	390	65	118	65	118
1171	21437000440	96621	46663	0	0	0	0	351	390	65	118	65	118
1172	21491943800	96704	46693	0	0	0	0	351	391	65	118	65	118
1173	21546980960	96787	46723	0	0	0	0	351	391	65	118	65	118
1174	21602112000	96870	46753	0	0	0	0	351	391	65	118	65	118
1175	21657337000	96953	46783	0	0	0	0	351	392	65	118	65	118
1176	21712656040	97036	46813	0	0	0	0	352	392	65	118	65	118
1177	21768069200	97119	46843	0	0	0	0	352	392	65	118	65	118
1178	21823576560	97202	46873	0	0	0	0	352	393	65	118	65	118
1179	21879178200	97285	46903	0	0	0	0	353	393	65	118	65	118
1180	21934874200	97368	46933	0	0	0	0	353	393	65	119	65	119
1181	21990664640	97451	46963	0	0	0	0	353	394	65	119	65	119
1182	22046549600	97534	46993	0	0	0	0	354	394	65	119	65	119
1183	22102529160	97617	47023	0	0	0	0	354	394	65	119	65	119
1184	22158603400	97700	47053	0	0	0	0	354	395	65	119	65	119
1185	22214772400	97783	47083	0	0	0	0	355	395	65	119	65	119
1186	22271036240	97866	47113	0	0	0	0	355	395	65	119	65	119
1187	22327395000	97949	47143	0	0	0	0	355	396	65	119	65	119
1188	22383848760	98032	47173	0	0	0	0	356	396	66	119	66	119
1189	22440397600	98115	47203	0	0	0	0	356	396	66	119	66	119
1190	22497041600	98198	47233	0	0	0	0	356	397	66	120	66	120
1191	22553780840	98281	47263	0	0	0	0	357	397	66	120	66	120
1192	22610615400	98364	47293	0	0	0	0	357	397	66	120	66	120
1193	22667545360	98447	47323	0	0	0	0	357	398	66	120	66	120
1194	22724570800	98530	47353	0	0	0	0	358	398	66	120	66	120
1195	22781691800	98613	47383	0	0	0	0	358	398	66	120	66	120
1196	22838908440	98696	47413	0	0	0	0	358	399	66	120	66	120
1197	22896220800	98779	47443	0	0	0	0	359	399	66	120	66	120
1198	22953628960	98862	47473	0	0	0	0	359	399	66	120	66	120
1199	23011133000	98945	47503	0	0	0	0	359	400	66	120	66	120
1200	23068733000	99028	47533	0	0	0	0	360	400	66	121	66	121
1201	23126429040	99111	47563	0	0	0	0	360	400	66	121	66	121
1202	23184221200	99194	47593	0	0	0	0	360	401	66	121	66	121
1203	23242109560	99277	47623	0	0	0	0	360	401	66	121	66	121
1204	23300094200	99360	47653	0	0	0	0	360	401	66	121	66	121
1205	23358175200	99443	47683	0	0	0	0	360	402	66	121	66	121
1206	23416352640	99526	47713	0	0	0	0	361	402	67	121	67	121
1207	23474626600	99609	47743	0	0	0	0	361	402	67	121	67	121
1208	23532997160	99692	47773	0	0	0	0	361	403	67	121	67	121
1209	23591464400	99775	47803	0	0	0	0	362	403	67	121	67	121
1210	23650028400	99858	47833	0	0	0	0	362	403	67	122	67	122
1211	23708689240	99941	47863	0	0	0	0	362	404	67	122	67	122
1212	23767447000	100024	47893	0	0	0	0	363	404	67	122	67	122
1213	23826301760	100107	47923	0	0	0	0	363	404	67	122	67	122
1214	23885253600	100190	47953	0	0	0	0	363	405	67	122	67	122
1215	23944302600	100273	47983	0	0	0	0	364	405	67	122	67	122
1216	24003448840	100356	48013	0	0	0	0	364	405	67	122	67	122
1217	24062692400	100439	48043	0	0	0	0	364	406	67	122	67	122
1218	24122033360	100522	48073	0	0	0	0	365	406	67	122	67	122
1219	24181471800	100605	48103	0	0	0	0	365	406	67	122	67	122
1220	24241007800	100688	48133	0	0	0	0	365	407	67	123	67	123
1221	24300641440	100771	48163	0	0	0	0	366	407	67	123	67	123
1222	24360372800	100854	48193	0	0	0	0	366	407	67	123	67	123
1223	24420201960	100937	48223	0	0	0	0	366	408	67	123	67	123
1224	24480129000	101020	48253	0	0	0	0	367	408	68	123	68	123
1225	24540154000	101103	48283	0	0	0	0	367	408	68	123	68	123
1226	24600277040	101186	48313	0	0	0	0	367	409	68	123	68	123
1227	24660498200	101269	48343	0	0	0	0	368	409	68	123	68	123
1228	24720817560	101352	48373	0	0	0	0	368	409	68	123	68	123
1229	24781235200	101435	48403	0	0	0	0	368	410	68	123	68	123
1230	24841751200	101518	48433	0	0	0	0	369	410	68	124	68	124
1231	24902365640	101601	48463	0	0	0	0	369	410	68	124	68	124
1232	24963078600	101684	48493	0	0	0	0	369	411	68	124	68	124
1233	25023890160	101767	48523	0	0	0	0	369	411	68	124	68	124
1234	25084800400	101850	48553	0	0	0	0	369	411	68	124	68	124
1235	25145809400	101933	48583	0	0	0	0	369	412	68	124	68	124
1236	25206917240	102016	48613	0	0	0	0	370	412	68	124	68	124
1237	25268124000	102099	48643	0	0	0	0	370	412	68	124	68	124
1238	25329429760	102182	48673	0	0	0	0	370	413	68	124	68	124
1239	25390834600	102265	48703	0	0	0	0	371	413	68	124	68	124
1240	25452338600	102348	48733	0	0	0	0	371	413	68	125	68	125
1241	25513941840	102431	48763	0	0	0	0	371	414	68	125	68	125
1242	25575644400	102514	48793	0	0	0	0	372	414	69	125	69	125
1243	25637446360	102597	48823	0	0	0	0	372	414	69	125	69	125
1244	25699347800	102680	48853	0	0	0	0	372	415	69	125	69	125
1245	25761348800	102763	48883	0	0	0	0	373	415	69	125	69	125
1246	25823449440	102846	48913	0	0	0	0	373	415	69	125	69	125
1247	25885649800	102929	48943	0	0	0	0	373	416	69	125	69	125
1248	25947949960	103012	48973	0	0	0	0	374	416	69	125	69	125
1249	26010350000	103095	49003	0	0	0	0	374	416	69	125	69	125
1250	26072850000	103178	49033	0	0	0	0	374	417	69	126	69	126
1251	26135450040	103261	49063	0	0	0	0	375	417	69	126	69	126
1252	26198150200	103344	49093	0	0	0	0	375	417	69	126	69	126
1253	26260950560	103427	49123	0	0	0	0	375	418	69	126	69	126
1254	26323851200	103510	49153	0	0	0	0	376	418	69	126	69	126
1255	26386852200	103593	49183	0	0	0	0	376	418	69	126	69	126
1256	26449953640	103676	49213	0	0	0	0	376	419	69	126	69	126
1257	26513155600	103759	49243	0	0	0	0	377	419	69	126	69	126
1258	26576458160	103842	49273	0	0	0	0	377	419	69	126	69	126
1259	26639861400	103925	49303	0	0	0	0	377	420	69	126	69	126
1260	26703365400	104008	49333	0	0	0	0	378	420	70	127	70	127
1261	26766970240	104091	49363	0	0	0	0	378	420	70	127	70	127
1262	26830676000	104174	49393	0	0	0	0	378	421	70	127	70	127
1263	26894482760	104257	49423	0	0	0	0	378	421	70	127	70	127
1264	26958390600	104340	49453	0	0	0	0	378	421	70	127	70	127
1265	27022399600	104423	49483	0	0	0	0	378	422	70	127	70	127
1266	27086509840	104506	49513	0	0	0	0	379	422	70	127	70	127
1267	27150721400	104589	49543	0	0	0	0	379	422	70	127	70	127
1268	27215034360	104672	49573	0	0	0	0	379	423	70	127	70	127
1269	27279448800	104755	49603	0	0	0	0	380	423	70	127	70	127
1270	27343964800	104838	49633	0	0	0	0	380	423	70	128	70	128
1271	27408582440	104921	49663	0	0	0	0	380	424	70	128	70	128
1272	27473301800	105004	49693	0	0	0	0	381	424	70	128	70	128
1273	27538122960	105087	49723	0	0	0	0	381	424	70	128	70	128
1274	27603046000	105170	49753	0	0	0	0	381	425	70	128	70	128
1275	27668071000	105253	49783	0	0	0	0	382	425	70	128	70	128
